merchant_name,category,brand
IMPS/626135892/SMS CHARGE,Other,SMS CHARGE
TUITION FEES SI,Education,TUITION FEES
BOOKMYSHOW PURCHASE 185099798,Entertainment,BOOKMYSHOW
NEFT DR-MUTUAL FUND SIP,Investment,MUTUAL FUND SIP
BIL/RENT SPLIT TRANSFER/204081162,Transfers,RENT SPLIT TRANSFER
UPI-APOLLO HOSPITAL-620787752@okhdfcbank,Health,APOLLO HOSPITAL
UPI/INOX MOVIES/893388588,Entertainment,INOX MOVIES
POS TATA CLIQ BANGALORE,Shopping,TATA CLIQ
CONCERT TICKET BOOKING*897278608,Entertainment,CONCERT TICKET BOOKING
NEFT CR-ZOLO STAYS RENT-676487377,Rent,ZOLO STAYS RENT
UPI-BOOKMYSHOW-771106793@okhdfcbank,Entertainment,BOOKMYSHOW
FREELANCE PAYMENT RECEIVED*731497110,Income,FREELANCE PAYMENT RECEIVED
IMPS/730159262/ANNUAL MAINTENANCE CHARGE,Other,ANNUAL MAINTENANCE CHARGE
fastag recharge payment,Transport,FASTAG RECHARGE
NEFT CR-HOSTEL FEE PAYMENT-943718307,Rent,HOSTEL FEE PAYMENT
POS CONSULTANCY FEE RECEIVED DELHI,Income,CONSULTANCY FEE RECEIVED
UPI-UDEMY-925327922@okhdfcbank,Education,UDEMY
ZERODHA KITE*487151097,Investment,ZERODHA KITE
SMS CHARGE PURCHASE 210830527,Other,SMS CHARGE
IMPS/683909444/NESTAWAY RENT,Rent,NESTAWAY RENT
ATM WITHDRAWAL ICICI 16JUN,Cash,ATM WITHDRAWAL ICICI
TORRENT POWER PURCHASE 801402523,Utilities,TORRENT POWER
OLA AUTO SI,Transport,OLA AUTO
POS YOUTUBE PREMIUM MUMBAI,Subscriptions,YOUTUBE PREMIUM
MAX FASHION 10JUN,Shopping,MAX FASHION
UPI/DONATION PAYMENT/966065767,Other,DONATION PAYMENT
POS/ANGEL ONE/316436018,Investment,ANGEL ONE
POS/STANZA LIVING RENT/201039298,Rent,STANZA LIVING RENT
IMPS/300895568/BURGER KING,Food,BURGER KING
PETTY EXPENSE,Other,PETTYEXPENSE
IMPS/139383204/RTGS TRANSFER,Transfers,RTGS TRANSFER
NEFT CR-PLAYSTATION STORE-119015738,Entertainment,PLAYSTATION STORE
BIL/STANZA LIVING RENT/595700002,Rent,STANZA LIVING RENT
BIL/NEFT TRANSFER/535028229,Transfers,NEFT TRANSFER
NEFT DR-GST CHARGE,Other,GST CHARGE
UPI/HOTSTAR/777017062,Subscriptions,HOTSTAR
POS TUITION FEES PUNE,Education,TUITION FEES
LINKEDIN PREMIUM PURCHASE 370229471,Subscriptions,LINKEDIN PREMIUM
IMPS/794113197/UBER,Transport,UBER
Vedantu,Education,VEDANTU
SNAPDEAL 07OCT,Shopping,SNAPDEAL
ACH DR-NIIT,Education,NIIT
CDM CASH DEPOSIT*364517377,Cash,CDM CASH DEPOSIT
UPI-MAX FASHION-840831347@okicici,Shopping,MAX FASHION
BIL/ATM WITHDRAWAL HDFC/456009263,Cash,ATM WITHDRAWAL HDFC
ACH DR-SNAPDEAL,Shopping,SNAPDEAL
icici direct payment,Investment,ICICI DIRECT
UPI/CASH WITHDRAWAL KOTAK/543411119,Cash,CASH WITHDRAWAL KOTAK
UPI-ATM WITHDRAWAL SBI-344123442@ybl,Cash,ATM WITHDRAWAL SBI
HOSTEL FEE PAYMENT 15APR,Rent,HOSTEL FEE PAYMENT
IMPS/621400636/AAKASH INSTITUTE,Education,AAKASH INSTITUTE
EXCITEL BROADBAND PURCHASE 921959627,Utilities,EXCITEL BROADBAND
LINKEDIN PREMIUM PURCHASE 661008736,Subscriptions,LINKEDIN PREMIUM
FAASOS 28AUG,Food,FAASOS
JIO*615603325,Utilities,JIO
UPI/NETFLIX MONTHLY,Entertainment,NETFLIX
NEFT CR-UNACADEMY-556325857,Education,UNACADEMY
IMPS/524771233/BANK SERVICE CHARGE,Other,BANK SERVICE CHARGE
POS/AUDIBLE/343353068,Subscriptions,AUDIBLE
NEFT TRANSFER*736016274,Transfers,NEFT TRANSFER
MYNTRA ORDER FASHION,Shopping,MYNTRA
SUN TV CONTENT,Entertainment,SUNTVCONTENT
BIRYANI OUTLET,Food,BIRYANIOUTLET
UPI/MANIPAL HOSPITAL/862685924,Health,MANIPAL HOSPITAL
POS/REFUND CREDIT/271753941,Income,REFUND CREDIT
MAX BUPA HEALTH INSURANCE PURCHASE 108659059,Insurance,MAX BUPA HEALTH INSURANCE
POS BAJAJ ALLIANZ INSURANCE MUMBAI,Insurance,BAJAJ ALLIANZ INSURANCE
UPI-PIZZA HUT-645276696@ybl,Food,PIZZA HUT
UPI-SCHOOL FEES PAYMENT-928486625@ybl,Education,SCHOOL FEES PAYMENT
ZEPTO 02NOV,Shopping,ZEPTO
TUITION CENTER FEE,Education,TUITIONCENTERFEE
FUND TRANSFER SELF ACCOUNT SI,Transfers,FUND TRANSFER SELF ACCOUNT
IMPS/322003929/IKEA,Shopping,IKEA
VODAFONE IDEA BILL,Utilities,VODAFONEIDEABILL
NEFT CR-FLAT RENT TRANSFER-352973742,Rent,FLAT RENT TRANSFER
POS/UPSTOX/338746839,Investment,UPSTOX
UPI-NESTAWAY RENT-910201295@paytm,Rent,NESTAWAY RENT
BLINKIT GROCERY INDIA,Shopping,BLINKIT
NEFT DR-1MG,Health,1MG
CARE HOSPITAL INDIA,Health,CAREHOSPITALINDIA
NEFT CR-FIITJEE-781683936,Education,FIITJEE
neft transfer payment,Transfers,NEFT TRANSFER
BIL/TUITION FEES/200845218,Education,TUITION FEES
POS/NGO DONATION/466568458,Other,NGO DONATION
POS CAFE COFFEE DAY HYDERABAD,Food,CAFE COFFEE DAY
RENT SPLIT TRANSFER*891389821,Transfers,RENT SPLIT TRANSFER
UPI-NAMMA METRO-355619239@apl,Transport,NAMMA METRO
IMPS/530628139/WHITEHAT JR,Education,WHITEHAT JR
POS/YOUTUBE PREMIUM/535716227,Subscriptions,YOUTUBE PREMIUM
SWIGGY INSTAMART PURCHASE 923450567,Food,SWIGGY INSTAMART
BIL/HDFC LIFE INSURANCE/109370610,Insurance,HDFC LIFE INSURANCE
DONATION PAYMENT 27NOV,Other,DONATION PAYMENT
UPI/AIR INDIA/653388287,Transport,AIR INDIA
NEW INDIA ASSURANCE*554496255,Insurance,NEW INDIA ASSURANCE
UPI-FAMILY TRANSFER-120146673@apl,Transfers,FAMILY TRANSFER
EATFIT PURCHASE 642678844,Food,EATFIT
UPI/ATM WITHDRAWAL ICICI/880711349,Cash,ATM WITHDRAWAL ICICI
POS WATER BOARD BILL CHENNAI,Utilities,WATER BOARD BILL
JIOFIBER ONLINE PAYMENT,Utilities,JIOFIBER
NEFT CR-PG RENT PAYMENT-939374575,Rent,PG RENT PAYMENT
Redbus,Transport,REDBUS
NEFT DR-CONSULTANCY FEE RECEIVED,Income,CONSULTANCY FEE RECEIVED
AIRTEL POSTPAID BILL,Utilities,AIRTEL
kuvera investment payment,Investment,KUVERA INVESTMENT
UPI-APOLLO PHARMACY-126600019@okicici,Health,APOLLO PHARMACY
BIL/MAX FASHION/141642429,Shopping,MAX FASHION
AXIS MUTUAL FUND PURCHASE 468728607,Investment,AXIS MUTUAL FUND
NEFT CR-LIC PREMIUM PAYMENT-716283502,Insurance,LIC PREMIUM PAYMENT
NEFT DR-GOOGLE ONE,Subscriptions,GOOGLE ONE
UPI-PVR CINEMAS-375368117@ybl,Entertainment,PVR CINEMAS
UPI/HOTSTAR/378551365,Subscriptions,HOTSTAR
IMPS/830197450/ATM WITHDRAWAL SBI,Cash,ATM WITHDRAWAL SBI
WESTSIDE 26JUN,Shopping,WESTSIDE
POS/INDIAN OIL/735205122,Transport,INDIAN OIL
UPI-UPI TRANSFER TO FRIEND-749633715@axl,Transfers,UPI TRANSFER TO FRIEND
CASH WITHDRAWAL AXIS BANK*183708400,Cash,CASH WITHDRAWAL AXIS BANK
BOMBAY BRASSERIE RESTAURANT,Food,BOMBAYBRASSERIERESTAURANT
UPI/BOOKMYSHOW/425032890,Entertainment,BOOKMYSHOW
gym membership fee payment,Health,GYM MEMBERSHIP FEE
BIL/BIGBASKET/120535029,Shopping,BIGBASKET
INDIGO AIRLINES 01MAY,Transport,INDIGO AIRLINES
LIC INDIA POLICY,Insurance,LICINDIAPOLICY
STANZA LIVING RENT 07FEB,Rent,STANZA LIVING RENT
BOOKMYSHOW PURCHASE 402203708,Entertainment,BOOKMYSHOW
NEFT DR-UPI TRANSFER TO FRIEND,Transfers,UPI TRANSFER TO FRIEND
HP GAS BOOKING*741117091,Utilities,HP GAS BOOKING
NEFT CR-CASH WITHDRAWAL KOTAK-498927805,Cash,CASH WITHDRAWAL KOTAK
IMPS/862782374/CROMA,Shopping,CROMA
UPI-BAJAJ ALLIANZ INSURANCE-443510404@oksbi,Insurance,BAJAJ ALLIANZ INSURANCE
UPI-FREELANCE PAYMENT RECEIVED-366997758@paytm,Income,FREELANCE PAYMENT RECEIVED
jio payment,Utilities,JIO
MSEB ELECTRICITY PURCHASE 829141955,Utilities,MSEB ELECTRICITY
ICICI DIRECT 15AUG,Investment,ICICI DIRECT
NEFT CR-IMPS TRANSFER-632929258,Transfers,IMPS TRANSFER
PG RENT PAYMENT ONLINE PAYMENT,Rent,PG RENT PAYMENT
POS/CROMA/719392003,Shopping,CROMA
TATA POWER*728380379,Utilities,TATA POWER
BIL/IKEA/828526750,Shopping,IKEA
UPI-BOOKMYSHOW-743398610@ybl,Entertainment,BOOKMYSHOW
UPI/COLLEGE FEES PAYMENT/794423601,Education,COLLEGE FEES PAYMENT
SALARY CREDIT PURCHASE 427588870,Income,SALARY CREDIT
SUBWAY SANDWICH INDIA,Food,SUBWAY
UPI-STANZA LIVING RENT-230812114@oksbi,Rent,STANZA LIVING RENT
CONCERT TICKET BOOKING 13MAY,Entertainment,CONCERT TICKET BOOKING
BIL/AUDIBLE/964269773,Subscriptions,AUDIBLE
ANGEL ONE 26MAY,Investment,ANGEL ONE
STEAM GAMES PURCHASE*231660615,Entertainment,STEAM GAMES PURCHASE
HOUSE RENT PAYMENT*312494289,Rent,HOUSE RENT PAYMENT
UPI-BYJUS-488150953@okhdfcbank,Education,BYJUS
AIRTEL PURCHASE 942827240,Utilities,AIRTEL
POS/COIN BY ZERODHA/109301481,Investment,COIN BY ZERODHA
POS/DONATION PAYMENT/782620532,Other,DONATION PAYMENT
POS/AIR INDIA/774627988,Transport,AIR INDIA
ACH DR-HDFC SECURITIES,Investment,HDFC SECURITIES
POS ANGEL ONE BANGALORE,Investment,ANGEL ONE
IMPS/675541228/ATM WITHDRAWAL SBI,Cash,ATM WITHDRAWAL SBI
RELIANCE DIGITAL 24MAR,Shopping,RELIANCE DIGITAL
HALDIRAMS 15DEC,Food,HALDIRAMS
BIL/EXCITEL BROADBAND/127820499,Utilities,EXCITEL BROADBAND
POS/INOX MOVIES/725162765,Entertainment,INOX MOVIES
NEFT CR-BURGER KING-801943382,Food,BURGER KING
IMPS/160603959/RENT SPLIT TRANSFER,Transfers,RENT SPLIT TRANSFER
ATM WITHDRAWAL SBI 13OCT,Cash,ATM WITHDRAWAL SBI
MAHANAGAR GAS PURCHASE 509935637,Utilities,MAHANAGAR GAS
POS ZOMATO HYPERPURE BANGALORE,Food,ZOMATO HYPERPURE
POS EXCITEL BROADBAND MUMBAI,Utilities,EXCITEL BROADBAND
NEFT CR-PHYSICS WALLAH-290929805,Education,PHYSICS WALLAH
IMPS/252621455/UBER,Transport,UBER
NEFT CR-BSNL-791916428,Utilities,BSNL
CDM CASH DEPOSIT PURCHASE 755545337,Cash,CDM CASH DEPOSIT
ADOBE CREATIVE CLOUD*169425739,Subscriptions,ADOBE CREATIVE CLOUD
care health insurance payment,Insurance,CARE HEALTH INSURANCE
HDFC LIFE INSURANCE PURCHASE 502972038,Insurance,HDFC LIFE INSURANCE
POS CAFE COFFEE DAY BANGALORE,Food,CAFE COFFEE DAY
ATM TRANSACTION CASH,Cash,ATMTRANSACTIONCASH
GRAMMARLY PRO SUBSCRIPTION,Subscriptions,GRAMMARLYPROSUBSCRIPTION
YOUTUBE PREMIUM 23MAY,Subscriptions,YOUTUBE PREMIUM
ACH DR-JIOCINEMA,Subscriptions,JIOCINEMA
POS BURGER KING KOLKATA,Food,BURGER KING
vedantu payment,Education,VEDANTU
STEAM GAMES PURCHASE*183884443,Entertainment,STEAM GAMES PURCHASE
POS/LANDLORD PAYMENT/186224320,Rent,LANDLORD PAYMENT
FABINDIA INDIA,Shopping,FABINDIA
Swiggy Instamart,Food,SWIGGY INSTAMART
BIL/CONCERT TICKET BOOKING/783734099,Entertainment,CONCERT TICKET BOOKING
SWIGGY ORDER 789456123,Food,SWIGGY
ATM WITHDRAWAL HDFC 08JUL,Cash,ATM WITHDRAWAL HDFC
POS/BESCOM ELECTRICITY/334222252,Utilities,BESCOM ELECTRICITY
NEFT CR-ANNUAL MAINTENANCE CHARGE-375870677,Other,ANNUAL MAINTENANCE CHARGE
IMPS/600945993/AAKASH INSTITUTE,Education,AAKASH INSTITUTE
UPI/VI VODAFONE IDEA/264306208,Utilities,VI VODAFONE IDEA
POS STANZA LIVING RENT DELHI,Rent,STANZA LIVING RENT
BIL/DONATION PAYMENT/495857680,Other,DONATION PAYMENT
TANISHQ JEWELLERY,Shopping,TANISHQJEWELLERY
POS/INDIGO AIRLINES/427568970,Transport,INDIGO AIRLINES
WESTSIDE,Shopping,WESTSIDE
BIL/AMUSEMENT PARK TICKET/681396928,Entertainment,AMUSEMENT PARK TICKET
NEFT CR-UDEMY-640930428,Education,UDEMY
POS/SALARY CREDIT/390826442,Income,SALARY CREDIT
PUJA EXPENSE,Other,PUJAEXPENSE
IMPS/229495399/QUICK RIDE,Transport,QUICK RIDE
YULU BIKE 11APR,Transport,YULU BIKE
APPLE INDIA STORE,Shopping,APPLEINDIASTORE
UPI-ICICI DIRECT-245722248@axl,Investment,ICICI DIRECT
UPI-STEAM GAMES PURCHASE-735325355@oksbi,Entertainment,STEAM GAMES PURCHASE
IMPS/944511703/SUBWAY,Food,SUBWAY
PHYSICS WALLAH 16APR,Education,PHYSICS WALLAH
NEFT CR-MISCELLANEOUS CHARGE-801884099,Other,MISCELLANEOUS CHARGE
NEFT CR-YOUTUBE PREMIUM-201105062,Subscriptions,YOUTUBE PREMIUM
CHAAYOS*327416584,Food,CHAAYOS
BOUNCE INFINITE RIDE,Transport,BOUNCEINFINITERIDE
VISTARA*199801582,Transport,VISTARA
ACH DR-BEHROUZ BIRYANI,Food,BEHROUZ BIRYANI
CASHBACK CREDIT SI,Income,CASHBACK CREDIT
NEFT DR-PLAYSTATION STORE,Entertainment,PLAYSTATION STORE
IMPS/719876220/CASHBACK CREDIT,Income,CASHBACK CREDIT
IMPS/435501022/VISTARA,Transport,VISTARA
UPI-CONSULTANCY FEE RECEIVED-391581061@okhdfcbank,Income,CONSULTANCY FEE RECEIVED
UPI-1MG-163699605@okhdfcbank,Health,1MG
GAMING ZONE PURCHASE 611997917,Entertainment,GAMING ZONE
HEALTHIFYME 22APR,Health,HEALTHIFYME
IMPS/250252624/MISCELLANEOUS CHARGE,Other,MISCELLANEOUS CHARGE
UPI-FIITJEE-624851130@axl,Education,FIITJEE
UPI-ZOMATO-694164665@oksbi,Food,ZOMATO
UPI-BURGER KING-925412179@ybl,Food,BURGER KING
ADOBE CREATIVE CLOUD ONLINE PAYMENT,Subscriptions,ADOBE CREATIVE CLOUD
IMPS/776644713/ATM WITHDRAWAL ICICI,Cash,ATM WITHDRAWAL ICICI
NEFT CR-ATM WITHDRAWAL SBI-709468370,Cash,ATM WITHDRAWAL SBI
HOUSE RENT PAYMENT*324519120,Rent,HOUSE RENT PAYMENT
CULT FIT*461321998,Health,CULT FIT
UPI/UPI TRANSFER TO FRIEND/823418965,Transfers,UPI TRANSFER TO FRIEND
UPI/BYJUS/792617038,Education,BYJUS
BIL/FLAT RENT TRANSFER/558666619,Rent,FLAT RENT TRANSFER
POS/PHARMEASY/118615485,Health,PHARMEASY
COLLEGE TUITION FEE,Education,COLLEGETUITIONFEE
UPI-COLLEGE FEES PAYMENT-861967873@okicici,Education,COLLEGE FEES PAYMENT
THYROCARE*983896833,Health,THYROCARE
WATCH STORE INDIA,Shopping,WATCHSTOREINDIA
POS/APOLLO HOSPITAL/941460924,Health,APOLLO HOSPITAL
POS INTEREST CREDIT MUMBAI,Income,INTEREST CREDIT
INDIGO AIRLINES TICKET,Transport,INDIGO AIRLINES
IRCTC ONLINE PAYMENT,Transport,IRCTC
NESTAWAY RENT 18AUG,Rent,NESTAWAY RENT
INDIAN RAILWAYS 10APR,Transport,INDIAN RAILWAYS
RENT SPLIT TRANSFER*423574913,Transfers,RENT SPLIT TRANSFER
UPI/ADOBE CREATIVE CLOUD/338042160,Subscriptions,ADOBE CREATIVE CLOUD
UPI-MICROSOFT 365-749208541@okhdfcbank,Subscriptions,MICROSOFT 365
NEFT CR-AJIO-817411121,Shopping,AJIO
FAMILY TRANSFER 03OCT,Transfers,FAMILY TRANSFER
LIC MONEY BACK PLAN,Insurance,LICMONEYBACKPLAN
CDM CASH DEPOSIT*594217455,Cash,CDM CASH DEPOSIT
POS MUMBAI METRO DELHI,Transport,MUMBAI METRO
UPI-UPI TRANSFER TO FRIEND-342403386@okhdfcbank,Transfers,UPI TRANSFER TO FRIEND
ADANI ELECTRICITY SI,Utilities,ADANI ELECTRICITY
NEFT CR-UPI TRANSFER TO FRIEND-143741026,Transfers,UPI TRANSFER TO FRIEND
POS/APOLLO HOSPITAL/426484573,Health,APOLLO HOSPITAL
NEFT CR-FLIPKART-380904676,Shopping,FLIPKART
UPI/PRACTO/577726708,Health,PRACTO
PLAYSTATION STORE*205498113,Entertainment,PLAYSTATION STORE
MOJO PIZZA PURCHASE 453932473,Food,MOJO PIZZA
BIL/MYNTRA/303870775,Shopping,MYNTRA
ACH DR-COLLEGE FEES PAYMENT,Education,COLLEGE FEES PAYMENT
ZERODHA KITE 16DEC,Investment,ZERODHA KITE
UPI/FUND TRANSFER SELF ACCOUNT/514855862,Transfers,FUND TRANSFER SELF ACCOUNT
POS/GOOGLE ONE/316575262,Subscriptions,GOOGLE ONE
blinkit payment,Shopping,BLINKIT
BIL/JIOCINEMA/733740880,Subscriptions,JIOCINEMA
POS/NSDL DEPOSITORY/427823738,Investment,NSDL DEPOSITORY
TUITION FEES*154293390,Education,TUITION FEES
PVR CINEMAS PURCHASE 139173177,Entertainment,PVR CINEMAS
GYM APP SUBSCRIPTION*529827812,Subscriptions,GYM APP SUBSCRIPTION
NEFT CR-SMS CHARGE-199680428,Other,SMS CHARGE
BIL/MAX FASHION/676762622,Shopping,MAX FASHION
PLAYSTATION STORE PURCHASE 439012725,Entertainment,PLAYSTATION STORE
POS FABINDIA BANGALORE,Shopping,FABINDIA
BIL/KUVERA INVESTMENT/707736561,Investment,KUVERA INVESTMENT
ACH DR-UDEMY,Education,UDEMY
NEFT DR-EATFIT,Food,EATFIT
UPI/SCHOOL FEES PAYMENT/806719908,Education,SCHOOL FEES PAYMENT
IMPS/989862087/GYM MEMBERSHIP FEE,Health,GYM MEMBERSHIP FEE
MEDPLUS PURCHASE 270293780,Health,MEDPLUS
NEFT CR-SUBWAY-545461013,Food,SUBWAY
BIRYANI BLUES PURCHASE 735032128,Food,BIRYANI BLUES
ATM FEE CHARGE*760634809,Other,ATM FEE CHARGE
SWIGGY*982971099,Food,SWIGGY
HP PETROL PUMP 26NOV,Transport,HP PETROL PUMP
IMPS/907865473/BOUNCE SCOOTER,Transport,BOUNCE SCOOTER
IMPS/910175127/PG RENT PAYMENT,Rent,PG RENT PAYMENT
WHITEHAT JR PURCHASE 621746371,Education,WHITEHAT JR
UPI-HP PETROL PUMP-632501508@paytm,Transport,HP PETROL PUMP
SIP AXIS AMC,Investment,SIPAXISAMC
UPI-PRACTO-428645576@oksbi,Health,PRACTO
UBER PURCHASE 694933780,Transport,UBER
UPI-FUND TRANSFER SELF ACCOUNT-210548322@okhdfcbank,Transfers,FUND TRANSFER SELF ACCOUNT
LINKEDIN LEARNING PLAN,Education,LINKEDINLEARNINGPLAN
LINKEDIN PREMIUM PURCHASE 925289923,Subscriptions,LINKEDIN PREMIUM
NEFT DR-RTGS TRANSFER,Transfers,RTGS TRANSFER
RTGS TRANSFER PURCHASE 960099249,Transfers,RTGS TRANSFER
WATER BOARD BILL 20SEP,Utilities,WATER BOARD BILL
INDANE GAS BOOKING 18MAR,Utilities,INDANE GAS BOOKING
LIC POLICY RENEWAL*130867236,Insurance,LIC POLICY RENEWAL
UPI/NETFLIX/263971681,Subscriptions,NETFLIX
BIL/RELIANCE DIGITAL/241962842,Shopping,RELIANCE DIGITAL
PIZZA HUT*621453189,Food,PIZZA HUT
POS TUITION FEES HYDERABAD,Education,TUITION FEES
ADVANCE PAYMENT SENT,Transfers,ADVANCEPAYMENTSENT
IMPS/648978812/NIIT,Education,NIIT
COSTA COFFEE INDIA,Food,COSTACOFFEEINDIA
UPI/FAASOS/489336282,Food,FAASOS
NEFT CR-WHITEHAT JR-865596218,Education,WHITEHAT JR
BIL/RENT SPLIT TRANSFER/833144457,Transfers,RENT SPLIT TRANSFER
WESTSIDE ONLINE PAYMENT,Shopping,WESTSIDE
CDM CASH DEPOSIT PURCHASE 826741310,Cash,CDM CASH DEPOSIT
POS NEW INDIA ASSURANCE BANGALORE,Insurance,NEW INDIA ASSURANCE
NEFT TRANSFER PURCHASE 403991650,Transfers,NEFT TRANSFER
POS/EATFIT/561784080,Food,EATFIT
UPI/CASH WITHDRAWAL AXIS BANK/501853587,Cash,CASH WITHDRAWAL AXIS BANK
ACH DR-JIOFIBER,Utilities,JIOFIBER
AUTO DEBIT TRANSFER,Transfers,AUTODEBITTRANSFER
BOOKMYSHOW 04FEB,Entertainment,BOOKMYSHOW
UPI-LINKEDIN PREMIUM-501833262@okicici,Subscriptions,LINKEDIN PREMIUM
UPI/SHOPPERS STOP/299648970,Shopping,SHOPPERS STOP
NEFT CR-INOX MOVIES-612914010,Entertainment,INOX MOVIES
LIFESTYLE PURCHASE 626998235,Shopping,LIFESTYLE
POS HALDIRAMS MUMBAI,Food,HALDIRAMS
NEFT CR-OLA-175604661,Transport,OLA
POS YULU BIKE BANGALORE,Transport,YULU BIKE
UPI/RTGS TRANSFER/576667771,Transfers,RTGS TRANSFER
POS/APOLLO PHARMACY/852291107,Health,APOLLO PHARMACY
ACH DR-ZOMATO,Food,ZOMATO
IMPS/419505958/BONUS CREDIT,Income,BONUS CREDIT
IMPS/595428333/FUND TRANSFER SELF ACCOUNT,Transfers,FUND TRANSFER SELF ACCOUNT
INCENTIVE CREDIT AMOUNT,Income,INCENTIVECREDITAMOUNT
FLAT RENT TRANSFER PURCHASE 971957926,Rent,FLAT RENT TRANSFER
INTEREST CREDIT PURCHASE 173753177,Income,INTEREST CREDIT
UPI-ANNUAL MAINTENANCE CHARGE-514149837@oksbi,Other,ANNUAL MAINTENANCE CHARGE
UPI/BOUNCE SCOOTER/233964179,Transport,BOUNCE SCOOTER
UDEMY PURCHASE 465487674,Education,UDEMY
NEFT DR-NGO DONATION,Other,NGO DONATION
BIL/PG RENT PAYMENT/911644273,Rent,PG RENT PAYMENT
UPI-RTGS TRANSFER-563235911@okhdfcbank,Transfers,RTGS TRANSFER
IMPS/221318733/FREELANCE PAYMENT RECEIVED,Income,FREELANCE PAYMENT RECEIVED
IMPS/507603187/CASH WITHDRAWAL AXIS BANK,Cash,CASH WITHDRAWAL AXIS BANK
UBER*147485372,Transport,UBER
BIL/BOOKMYSHOW/244900502,Entertainment,BOOKMYSHOW
POS SMS CHARGE KOLKATA,Other,SMS CHARGE
HOMESTAY BOOKING,Rent,HOMESTAYBOOKING
AIRTEL PURCHASE 306348901,Utilities,AIRTEL
FAMILY TRANSFER,Transfers,FAMILY TRANSFER
UPI/HP PETROL PUMP/634402789,Transport,HP PETROL PUMP
APOLLO PHARMACY PURCHASE 487606407,Health,APOLLO PHARMACY
POS WATER BOARD BILL PUNE,Utilities,WATER BOARD BILL
BANK SERVICE CHARGE 12NOV,Other,BANK SERVICE CHARGE
IMPS/354194771/ZOMATO HYPERPURE,Food,ZOMATO HYPERPURE
NEFT CR-BMTC-699670808,Transport,BMTC
UPI-MEDPLUS-570365157@oksbi,Health,MEDPLUS
UPI-IMPS TRANSFER-670026395@oksbi,Transfers,IMPS TRANSFER
UPI/PRACTO/330148238,Health,PRACTO
NEFT CR-EATFIT-782259766,Food,EATFIT
POS BURGER KING HYDERABAD,Food,BURGER KING
BIL/ATM WITHDRAWAL SBI/304988340,Cash,ATM WITHDRAWAL SBI
SUNDRY DEBIT,Other,SUNDRYDEBIT
UPI/MEDPLUS/334039434,Health,MEDPLUS
CONCERT TICKET BOOKING*182403918,Entertainment,CONCERT TICKET BOOKING
IMPS/777210736/HALDIRAMS,Food,HALDIRAMS
UPI-MANIPAL HOSPITAL-749690863@apl,Health,MANIPAL HOSPITAL
POS/BOOKMYSHOW/567654869,Entertainment,BOOKMYSHOW
BIL/FLAT RENT TRANSFER/167129105,Rent,FLAT RENT TRANSFER
MOJO PIZZA*554810443,Food,MOJO PIZZA
NEFT CR-RENT SPLIT TRANSFER-997558624,Transfers,RENT SPLIT TRANSFER
POS WHITEHAT JR HYDERABAD,Education,WHITEHAT JR
IMPS/197939109/BEHROUZ BIRYANI,Food,BEHROUZ BIRYANI
CROMA INFINITE RETAIL,Shopping,CROMA
BIL/AMAZON/802813548,Shopping,AMAZON
POS STANZA LIVING RENT PUNE,Rent,STANZA LIVING RENT
IMPS/965380065/GAMING ZONE,Entertainment,GAMING ZONE
PLAYSTATION STORE*919320828,Entertainment,PLAYSTATION STORE
BASKIN ROBBINS*301126777,Food,BASKIN ROBBINS
IMPS/204043553/HEALTHIFYME,Health,HEALTHIFYME
POS IMPS TRANSFER HYDERABAD,Transfers,IMPS TRANSFER
BIL/PLAYSTATION STORE/746191764,Entertainment,PLAYSTATION STORE
UPI/JIO/923312698,Utilities,JIO
cult fit payment,Health,CULT FIT
IMPS/948790854/BOX8,Food,BOX8
NEFT CR-PG RENT PAYMENT-137567810,Rent,PG RENT PAYMENT
SPICE GARDEN FOOD,Food,SPICEGARDENFOOD
NEFT CR-ZERODHA KITE-594047230,Investment,ZERODHA KITE
UPI-FLAT RENT TRANSFER-269798402@ybl,Rent,FLAT RENT TRANSFER
NEFT DR-GYM APP SUBSCRIPTION,Subscriptions,GYM APP SUBSCRIPTION
POS MICROSOFT 365 BANGALORE,Subscriptions,MICROSOFT 365
MEESHO PURCHASE 961480639,Shopping,MEESHO
BIL/SPICEJET/535679851,Transport,SPICEJET
IMPS/346282525/ATM WITHDRAWAL SBI,Cash,ATM WITHDRAWAL SBI
BIL/MAX FASHION/809239039,Shopping,MAX FASHION
ZERODHA KITE*506901009,Investment,ZERODHA KITE
DEMAND DRAFT PURCHASE,Transfers,DEMANDDRAFTPURCHASE
IMPS/108357729/VI VODAFONE IDEA,Utilities,VI VODAFONE IDEA
faasos payment,Food,FAASOS
IMPS/238217410/CDM CASH DEPOSIT,Cash,CDM CASH DEPOSIT
POS STAR HEALTH INSURANCE DELHI,Insurance,STAR HEALTH INSURANCE
UPI/GAMING ZONE/952115057,Entertainment,GAMING ZONE
MAX HOSPITAL 09JUL,Health,MAX HOSPITAL
COURSERA,Education,COURSERA
NEFT CR-ATM WITHDRAWAL HDFC-586013453,Cash,ATM WITHDRAWAL HDFC
BIL/SNAPDEAL/390378111,Shopping,SNAPDEAL
UPI/TUITION FEES/748828476,Education,TUITION FEES
UPI/BHARAT PETROLEUM/222337296,Transport,BHARAT PETROLEUM
POS/DELHI METRO/362986175,Transport,DELHI METRO
UPI-NEFT TRANSFER-406077032@ybl,Transfers,NEFT TRANSFER
